"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
9.826021480E-1,3.621828556E-2,5.298280716E-2,3.312683105E-2,7.222415800E-2
9.875944400E-1,-1.546859741E-3,4.766312242E-2,-1.946926117E-2,5.150939860E-2
9.925867840E-1,-1.771914959E-2,5.926808715E-2,-6.924819946E-2,9.285465818E-2
9.975791270E-1,-2.915823460E-2,5.677467585E-2,-1.209783554E-1,1.367820490E-1
1.002571471E0,-9.773015976E-3,5.202355981E-2,-1.223764420E-1,1.333340023E-1
1.007745377E0,-1.667523384E-2,1.433834434E-2,-1.190204620E-1,1.210352094E-1
1.012737721E0,-4.505920410E-2,6.444752216E-4,-5.153179169E-2,6.845635673E-2
1.017730013E0,-7.078111172E-2,-2.021041512E-2,-2.974319458E-2,7.939196609E-2
1.022722356E0,-7.506322861E-2,-6.722834706E-2,1.391410828E-3,1.007773534E-1
1.027714700E0,-4.372811317E-2,-7.853017747E-2,3.228092194E-2,9.550494530E-2
1.032707044E0,-1.751291752E-2,-7.577578723E-2,6.293392181E-2,1.000467427E-1
1.037886002E0,3.670573235E-3,-8.288325369E-2,7.434463501E-2,1.114012190E-1
1.042884284E0,3.197383881E-2,-3.058505058E-2,4.763412476E-2,6.501370262E-2
1.047882617E0,5.058896542E-2,-1.662233472E-2,3.776550293E-2,6.528229963E-2
1.052880950E0,4.302418232E-2,-4.079636931E-2,4.697227478E-2,7.564270362E-2
1.057879284E0,5.452835560E-2,-6.957748532E-2,4.897689819E-2,1.010599059E-1
1.062877565E0,2.080309391E-2,-5.546811223E-2,5.571842194E-2,8.132664221E-2
1.068029336E0,1.369690895E-2,-1.799058914E-2,7.664299011E-2,7.990878891E-2
1.073027669E0,3.520226479E-2,4.521012306E-5,8.076286316E-2,8.810131415E-2
1.078025950E0,3.520488739E-2,1.543432474E-2,4.446125031E-2,5.877418868E-2
1.083024284E0,-5.181312561E-3,4.729005694E-2,8.463859558E-3,4.832010352E-2
1.088022617E0,-5.488777161E-2,5.280095339E-2,-4.384613037E-2,8.788112027E-2
1.093020950E0,-4.489648342E-2,5.858114362E-2,-1.052207947E-1,1.285257182E-1
1.098156992E0,3.022789955E-3,1.074126661E-1,-1.375875473E-1,1.745764912E-1
1.103155325E0,1.976776123E-2,1.253136396E-1,-1.340751648E-1,1.845817501E-1
1.108153606E0,2.919340134E-2,1.031510532E-1,-9.496784210E-2,1.432176158E-1
1.113151940E0,5.281209946E-3,6.950744987E-2,-6.332015991E-2,9.417334770E-2
1.118150273E0,3.398644924E-2,3.634440899E-2,-4.383754730E-2,6.631534777E-2
1.123148606E0,6.255555153E-2,-1.549506187E-2,3.975868225E-3,6.456857980E-2
1.128290273E0,1.957571507E-2,-3.377717733E-2,5.377674103E-2,6.645332350E-2
1.133288606E0,-1.835489273E-2,-4.975402355E-2,6.516647339E-2,8.401805878E-2
1.138286888E0,-8.461833000E-3,-4.436069727E-2,5.983829498E-2,7.496729705E-2
1.143285221E0,6.202936172E-3,1.779446006E-2,4.979801178E-2,5.324435372E-2
1.148283554E0,8.664846420E-3,5.091345310E-2,-2.894401550E-3,5.172655827E-2
1.153281888E0,-1.972568035E-2,7.911434770E-2,-2.427577972E-2,8.507347388E-2
1.158416784E0,-2.169060707E-2,6.928661466E-2,-5.974578857E-2,9.402487255E-2
1.163415117E0,-4.507720470E-2,7.414588332E-2,-1.400594711E-1,1.647611054E-1
1.168413398E0,-2.081453800E-2,7.939445972E-2,-1.413183212E-1,1.634245794E-1
1.173411731E0,-3.718829155E-2,8.009982109E-2,-1.021852493E-1,1.350584153E-1
1.178410065E0,-2.982127666E-2,5.951064825E-2,-3.723335266E-2,7.627023238E-2
1.183408398E0,3.462195396E-3,2.018582821E-2,-1.319217682E-2,2.436160887E-2
1.188547461E0,7.955551147E-3,-9.424239397E-3,3.203487396E-2,3.432696072E-2
1.193545794E0,-2.073657513E-2,-5.338931084E-2,6.025314331E-2,8.313161455E-2
1.198544127E0,-4.449188709E-2,-4.962584376E-2,7.399463654E-2,9.958643794E-2
1.203542409E0,-5.638384819E-2,-4.127368331E-2,6.864643097E-2,9.795400837E-2
1.208540742E0,-3.032267094E-2,-2.601903677E-2,7.761764526E-2,8.729807274E-2
1.213539075E0,1.220774651E-2,5.816817284E-3,6.037425995E-2,6.187015195E-2
1.218673763E0,3.072130680E-2,-2.198091149E-2,3.376197815E-2,5.066389573E-2
1.223672096E0,1.826345921E-2,-4.947574437E-2,1.686286926E-2,5.536930181E-2
1.228670429E0,2.961182594E-2,-8.876785636E-2,1.436901093E-2,9.467344418E-2
