"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.106303446E0,1.566395909E-2,2.862625569E-2,1.314926147E-2,3.518131900E-2
1.111300893E0,1.803423464E-2,9.399510920E-3,8.287429810E-3,2.196055367E-2
1.116298289E0,-5.851104856E-3,-9.719520807E-3,-3.660202026E-3,1.192063722E-2
1.121295685E0,6.043195724E-3,-4.975959659E-3,-1.255035400E-3,7.928146249E-3
1.126439852E0,8.444741368E-3,-2.645727992E-2,1.300525665E-2,3.066656189E-2
1.131437248E0,1.320104301E-2,-7.163539529E-3,1.527214050E-2,2.142013330E-2
1.136434643E0,6.038613617E-3,2.414777875E-3,3.267288208E-3,7.278130175E-3
1.141432091E0,3.634475172E-3,1.191290468E-2,-6.262779236E-3,1.394091501E-2
1.146429487E0,3.574840724E-3,2.276167274E-3,-1.808834076E-2,1.857817254E-2
1.151426883E0,8.318550885E-3,-4.801169038E-3,-2.506351471E-2,2.684081375E-2
1.156560998E0,8.217632771E-3,-2.132055163E-2,-3.473281860E-3,2.311188216E-2
1.161558393E0,1.096040010E-3,-1.162461936E-2,-1.069068909E-3,1.172501545E-2
1.166555789E0,-5.966216326E-3,-9.239643812E-3,1.556682587E-2,1.906024193E-2
1.171553237E0,8.411623538E-3,2.680107951E-3,-1.192092896E-3,8.908393494E-3
1.176550633E0,1.554374397E-2,1.460441947E-2,5.945205688E-3,2.214142081E-2
1.181548029E0,1.548840851E-2,4.997029901E-3,-1.548480988E-2,2.246420359E-2
1.186694956E0,-3.515221179E-3,1.146197319E-4,-2.961063385E-2,2.981877856E-2
1.191692352E0,3.870181739E-3,-2.135324478E-2,1.515388489E-3,2.175398289E-2
1.196689748E0,1.589404792E-2,1.199550182E-2,1.337718964E-2,2.398878958E-2
1.201687196E0,-5.492977798E-3,9.380795062E-3,1.385688782E-3,1.095866116E-2
1.206684591E0,8.776672184E-3,6.995320320E-3,-1.287841797E-2,1.708268510E-2
1.211681987E0,1.110079885E-2,-2.609731257E-2,-8.017539978E-3,2.947165427E-2
1.216827300E0,1.351279765E-2,-1.863004267E-2,-1.507568359E-2,2.751273207E-2
