"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.099707567E0,1.085404307E-3,-2.943411469E-2,-1.018524170E-2,3.116543532E-2
1.104705588E0,2.015331388E-2,8.888214827E-3,-7.722854614E-3,2.334092771E-2
1.109703609E0,1.061066613E-2,1.807272434E-3,-1.003074646E-2,1.471286321E-2
1.114701630E0,1.292020269E-2,-5.317956209E-3,2.093601227E-2,2.517000011E-2
1.119699651E0,1.040615514E-2,1.601937413E-2,-7.747650146E-3,2.061393934E-2
1.124850484E0,5.588341504E-3,6.401181221E-3,1.819610596E-3,8.689974943E-3
1.129848505E0,1.744188368E-2,6.416052580E-3,-2.432441711E-2,3.061147342E-2
1.134846526E0,7.434636354E-4,-3.123342991E-3,9.136199951E-3,9.683912389E-3
1.139844547E0,-3.992896527E-3,-6.533265114E-4,9.061813354E-3,9.924037459E-3
1.144842567E0,3.164107352E-2,-5.175054073E-3,2.324581146E-2,3.960184931E-2
1.149840588E0,-6.613336504E-3,6.969898939E-3,1.678466797E-3,9.753612752E-3
1.154976630E0,-8.913848549E-3,-1.974105835E-4,4.040718079E-3,9.788925860E-3
1.159974651E0,1.261292957E-2,2.196490765E-3,-7.429122925E-4,1.282429268E-2
1.164972672E0,1.949704438E-2,-7.306843996E-3,1.114177704E-2,2.361490852E-2
1.169970692E0,1.217710786E-2,-7.229268551E-3,6.298065186E-3,1.549870655E-2
1.174968713E0,-1.646166295E-2,2.401590347E-3,1.574897766E-2,2.290817061E-2
1.179966734E0,2.703763545E-3,-2.125409245E-2,1.087093353E-2,2.402548604E-2
1.185099286E0,1.442094892E-2,2.668797970E-4,-1.099586487E-3,1.446527162E-2
1.190097307E0,9.622354060E-3,-6.948769093E-3,1.553630829E-2,1.955126504E-2
1.195095328E0,7.237762213E-3,-2.112719417E-2,2.728652954E-2,3.526043434E-2
1.200093349E0,-1.655702293E-2,-1.850715280E-2,3.305435181E-3,2.505145933E-2
1.205091370E0,2.554401755E-3,-2.313905954E-2,1.753044128E-2,2.914202149E-2
1.210089390E0,1.205922104E-2,-8.728533983E-3,-6.372451782E-3,1.619321646E-2
1.215230276E0,1.905674860E-2,-3.888010979E-3,3.183364868E-3,1.970812290E-2
1.220228297E0,-7.161840796E-3,8.606016636E-4,1.265716553E-2,1.456833683E-2
1.225226317E0,2.142671496E-2,8.698999882E-4,2.443122864E-2,3.250762638E-2
1.230224338E0,2.364612557E-2,9.308755398E-4,2.849578857E-3,2.383539140E-2
1.235222359E0,-5.089756101E-3,-8.562147617E-3,2.825737000E-3,1.035378088E-2
1.240220380E0,2.100173384E-3,3.351837397E-3,2.800941467E-3,4.846732433E-3
1.245361630E0,1.403352991E-2,-1.409798861E-3,9.905815125E-3,1.723521592E-2
1.250359651E0,1.393290609E-2,-1.088282466E-2,-9.180068970E-3,1.992072817E-2
1.255357672E0,2.814420499E-2,-8.503675461E-3,1.227378845E-2,3.185992238E-2
1.260355692E0,-1.947665960E-2,3.254532814E-3,9.792327881E-3,2.204136879E-2
1.265353713E0,-2.714924514E-3,1.037046313E-2,-1.879596710E-2,2.163806137E-2
1.270351734E0,4.455212504E-3,7.873445749E-3,2.739906311E-3,9.452362298E-3
1.275499130E0,-3.098882735E-4,-6.375133991E-3,-2.032279968E-3,6.698397272E-3
1.280497151E0,4.514899105E-3,-8.680641651E-3,7.488250732E-3,1.232119119E-2
1.285495172E0,-2.528987825E-4,1.036092639E-2,1.217556000E-2,1.598927812E-2
1.290493192E0,1.872264966E-2,-1.119208336E-2,1.935958862E-4,2.181370715E-2
1.295491213E0,-4.700571299E-4,3.067791462E-3,2.564430237E-3,4.025990636E-3
1.300489234E0,-5.196306854E-3,1.498833299E-2,1.679801941E-2,2.310465725E-2
1.305630172E0,-2.754397690E-3,1.730909944E-2,4.782676697E-3,1.816770834E-2
1.310628192E0,-5.137834698E-3,-6.470322609E-3,-9.506225586E-3,1.259486979E-2
1.315626213E0,-7.556222379E-3,1.498058438E-2,9.577751160E-3,1.931962014E-2
1.320624234E0,-5.043528974E-3,2.891004086E-3,-6.675720215E-6,5.813358212E-3
1.325622255E0,-1.195192710E-2,-4.398316145E-3,1.899433136E-2,2.286872034E-2
1.330620276E0,-2.227272838E-3,-1.389867067E-2,1.170825958E-2,1.830893588E-2
1.335758245E0,2.947337925E-4,9.936451912E-3,-2.643585205E-3,1.028632526E-2
1.340756265E0,4.910495132E-3,9.818345308E-3,2.127647400E-3,1.118211744E-2
1.345754286E0,-6.933920085E-3,-6.927549839E-3,2.111339569E-2,2.327757874E-2
1.350752307E0,-2.002157271E-3,1.927798986E-2,1.143550873E-2,2.250378606E-2
1.355750328E0,5.163565278E-3,3.365576267E-4,1.847362518E-2,1.918464242E-2
1.360748349E0,-6.789527833E-3,-1.973152161E-3,-6.828308105E-4,7.103328485E-3
1.365890849E0,1.229443215E-2,5.186825991E-3,-7.802963257E-3,1.545776379E-2
1.370888870E0,1.939126104E-2,-2.018094063E-3,-1.011371613E-2,2.196317286E-2
1.375886890E0,2.162306383E-2,-8.955478668E-3,-5.226135254E-4,2.341005366E-2
1.380884911E0,1.919024065E-2,-1.604235172E-2,1.135826111E-2,2.747057481E-2
1.385882932E0,2.472706139E-3,5.281031132E-3,-2.995491028E-3,6.555648859E-3
